,company_logo,company_name,company_website
0,https://specials-images.forbesimg.com/imageserve/5c13d14731358e5b4339c564/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Apple,https://www.forbes.com/companies/apple/?list=powerful-brands
1,https://specials-images.forbesimg.com/imageserve/5b92924ba7ea434b99d5a09b/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Google,https://www.forbes.com/companies/google/?list=powerful-brands
2,https://specials-images.forbesimg.com/imageserve/5c13c8efa7ea4370591a59fa/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Microsoft,https://www.forbes.com/companies/microsoft/?list=powerful-brands
3,https://specials-images.forbesimg.com/imageserve/5d825aa26de3150009a4616c/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Amazon,https://www.forbes.com/companies/amazon/?list=powerful-brands
4,https://specials-images.forbesimg.com/imageserve/5cd1ab9ad606c400081eac42/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Facebook,https://www.forbes.com/companies/facebook/?list=powerful-brands
5,https://specials-images.forbesimg.com/imageserve/5cd1a8c8660f45000833182b/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Coca-Cola,https://www.forbes.com/companies/coca-cola/?list=powerful-brands
6,https://specials-images.forbesimg.com/imageserve/5cd486ab5218470008b0475a/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Samsung,https://www.forbes.com/companies/samsung-electronics/?list=powerful-brands
7,https://specials-images.forbesimg.com/imageserve/5b994d634bbe6f30c1b1ada1/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Disney,https://www.forbes.com/companies/walt-disney/?list=powerful-brands
8,https://specials-images.forbesimg.com/imageserve/5cd9d4dc169cc600095f24b9/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Toyota,https://www.forbes.com/companies/toyota-motor/?list=powerful-brands
9,https://specials-images.forbesimg.com/imageserve/5cd436d65ea6490008c7f4f5/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,McDonald's,https://www.forbes.com/companies/mcdonalds/?list=powerful-brands
10,https://specials-images.forbesimg.com/imageserve/5c13d425a7ea4370591a5bd0/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,AT&T,https://www.forbes.com/companies/att/?list=powerful-brands
11,https://specials-images.forbesimg.com/imageserve/5ce2e16b169cc600076c55c4/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Louis Vuitton,https://www.forbes.com/companies/louis-vuitton/?list=powerful-brands
12,https://specials-images.forbesimg.com/imageserve/5c13d2d431358e5b4339c5d0/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Intel,https://www.forbes.com/companies/intel/?list=powerful-brands
13,https://specials-images.forbesimg.com/imageserve/5cd4789e169cc600095ece38/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,NIKE,https://www.forbes.com/companies/nike/?list=powerful-brands
14,https://specials-images.forbesimg.com/imageserve/5c13d2f64bbe6f0f2aa26233/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Cisco,https://www.forbes.com/companies/cisco-systems/?list=powerful-brands
15,https://specials-images.forbesimg.com/imageserve/5c13eb7e31358e5b4339c8b5/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,GE,https://www.forbes.com/companies/general-electric/?list=powerful-brands
16,https://specials-images.forbesimg.com/imageserve/5ce2dfc95825490008d3493f/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Mercedes-Benz,https://www.forbes.com/companies/mercedes-benz/?list=powerful-brands
17,https://specials-images.forbesimg.com/imageserve/5cd47f14169cc600095ecf45/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Oracle,https://www.forbes.com/companies/oracle/?list=powerful-brands
18,https://specials-images.forbesimg.com/imageserve/5cd9d5805ea6490008c85398/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Verizon,https://www.forbes.com/companies/verizon-communications/?list=powerful-brands
19,https://specials-images.forbesimg.com/imageserve/5c101a4fa7ea4370591a0243/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,IBM,https://www.forbes.com/companies/ibm/?list=powerful-brands
20,https://specials-images.forbesimg.com/imageserve/5cd1a43ef68bc400088edc16/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,BMW,https://www.forbes.com/companies/bmw-group/?list=powerful-brands
21,https://specials-images.forbesimg.com/imageserve/5cd48779169cc600095ed06a/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,SAP,https://www.forbes.com/companies/sap/?list=powerful-brands
22,https://specials-images.forbesimg.com/imageserve/5ce2e384169cc600076c564c/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Marlboro,https://www.forbes.com/companies/marlboro/?list=powerful-brands
23,https://specials-images.forbesimg.com/imageserve/5ce2f30d5825490008d34d6f/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Budweiser,https://www.forbes.com/companies/budweiser/?list=powerful-brands
24,https://specials-images.forbesimg.com/imageserve/5cf12476142c500008f45e32/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Visa,https://www.forbes.com/companies/visa/?list=powerful-brands
25,https://specials-images.forbesimg.com/imageserve/5cd9d7df5218470008b09ab8/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Walmart,https://www.forbes.com/companies/walmart/?list=powerful-brands
26,https://specials-images.forbesimg.com/imageserve/5ce2f4bf87fac400077d4dec/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,American Express,https://www.forbes.com/companies/american-express/?list=powerful-brands
27,https://specials-images.forbesimg.com/imageserve/5cd4337f5ea6490008c7f487/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Honda,https://www.forbes.com/companies/honda-motor/?list=powerful-brands
28,https://specials-images.forbesimg.com/imageserve/5ce2f68f169cc600076c5959/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Pepsi,https://www.forbes.com/companies/pepsi/?list=powerful-brands
29,https://specials-images.forbesimg.com/imageserve/5b96d67f31358e5e194378d3/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Gucci,https://www.forbes.com/companies/gucci/?list=powerful-brands
30,https://specials-images.forbesimg.com/imageserve/5cd435e1169cc600095ec19c/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,L'Oréal,https://www.forbes.com/companies/loreal/?list=powerful-brands
31,https://specials-images.forbesimg.com/imageserve/5cd432ed169cc600095ec122/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Home Depot,https://www.forbes.com/companies/home-depot/?list=powerful-brands
32,https://specials-images.forbesimg.com/imageserve/5cd42f98169cc600095ec026/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Hermès,https://www.forbes.com/companies/hermes-international/?list=powerful-brands
33,https://specials-images.forbesimg.com/imageserve/5ce2f86c5825490008d34e76/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Nescafe,https://www.forbes.com/companies/nescafe/?list=powerful-brands
34,https://specials-images.forbesimg.com/imageserve/5cd489b15ea6490008c80103/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Starbucks,https://www.forbes.com/companies/starbucks/?list=powerful-brands
35,https://specials-images.forbesimg.com/imageserve/5a32a4a031358e6e1b1d6ecf/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Accenture,https://www.forbes.com/companies/accenture/?list=powerful-brands
36,https://specials-images.forbesimg.com/imageserve/5ce2f9fe87fac400077d4e77/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Gillette,https://www.forbes.com/companies/gillette/?list=powerful-brands
37,https://specials-images.forbesimg.com/imageserve/5cd478295ea6490008c7fecd/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Netflix,https://www.forbes.com/companies/netflix/?list=powerful-brands
38,https://specials-images.forbesimg.com/imageserve/5ce31537169cc600076c5d61/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,IKEA,https://www.forbes.com/companies/ikea/?list=powerful-brands
39,https://specials-images.forbesimg.com/imageserve/5ce2fb215825490008d34fa5/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Frito-Lay,https://www.forbes.com/companies/frito-lay/?list=powerful-brands
40,https://specials-images.forbesimg.com/imageserve/5ce2fc285825490008d34fb4/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Audi,https://www.forbes.com/companies/audi/?list=powerful-brands
41,https://specials-images.forbesimg.com/imageserve/5cd9d8a05ea6490008c8540a/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Wells Fargo,https://www.forbes.com/companies/wells-fargo/?list=powerful-brands
42,https://specials-images.forbesimg.com/imageserve/5cd43649169cc600095ec1ae/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Mastercard,https://www.forbes.com/companies/mastercard/?list=powerful-brands
43,https://specials-images.forbesimg.com/imageserve/5cd488745218470008b04770/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Siemens,https://www.forbes.com/companies/siemens/?list=powerful-brands
44,https://specials-images.forbesimg.com/imageserve/5cd1a9c32b86450008c5bf40/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,CVS,https://www.forbes.com/companies/cvs-health/?list=powerful-brands
45,https://specials-images.forbesimg.com/imageserve/5810c46a31358e2383162169/200x200.jpg?background=000000&cropX1=0&cropX2=1248&cropY1=0&cropY2=1248,Zara,https://www.forbes.com/companies/zara/?list=powerful-brands
46,https://specials-images.forbesimg.com/imageserve/5afdaf60a7ea436b547d92fc/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,ESPN,https://www.forbes.com/companies/espn/?list=powerful-brands
47,https://specials-images.forbesimg.com/imageserve/5cd1b111a1fec40008e6bef5/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Ford,https://www.forbes.com/companies/ford-motor/?list=powerful-brands
48,https://specials-images.forbesimg.com/imageserve/5cf52cc5142c500008f4a1dc/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,HSBC,https://www.forbes.com/companies/hsbc-holdings/?list=powerful-brands
49,https://specials-images.forbesimg.com/imageserve/5cd477755ea6490008c7fe50/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Nestle,https://www.forbes.com/companies/nestle/?list=powerful-brands
50,https://specials-images.forbesimg.com/imageserve/5c13d3eb31358e5b4339c5eb/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,UPS,https://www.forbes.com/companies/united-parcel-service/?list=powerful-brands
51,https://specials-images.forbesimg.com/imageserve/5cd047c9c283c4000802786f/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,HP,https://www.forbes.com/companies/hp/?list=powerful-brands
52,https://specials-images.forbesimg.com/imageserve/5ce2fdd95825490008d34fcb/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,J.P. Morgan,https://www.forbes.com/companies/jp-morgan/?list=powerful-brands
53,https://specials-images.forbesimg.com/imageserve/5d4882e4d5e97f0009424cf5/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Deloitte,https://www.forbes.com/companies/deloitte/?list=powerful-brands
54,https://specials-images.forbesimg.com/imageserve/5ce314eb5825490008d35355/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Fox,https://www.forbes.com/companies/fox/?list=powerful-brands
55,https://specials-images.forbesimg.com/imageserve/5ce314175825490008d35340/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Chase,https://www.forbes.com/companies/chase/?list=powerful-brands
56,https://specials-images.forbesimg.com/imageserve/5cca0b264bbe6f7e6e22b5f8/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Bank of America,https://www.forbes.com/companies/bank-of-america/?list=powerful-brands
57,https://specials-images.forbesimg.com/imageserve/5cd431825ea6490008c7f443/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,H&M,https://www.forbes.com/companies/hm-hennes-mauritz/?list=powerful-brands
58,https://specials-images.forbesimg.com/imageserve/5cd1a5a0c904c40008ac8dc0/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Citi,https://www.forbes.com/companies/citigroup/?list=powerful-brands
59,https://specials-images.forbesimg.com/imageserve/5cd488fe5ea6490008c800de/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Sony,https://www.forbes.com/companies/sony/?list=powerful-brands
60,https://specials-images.forbesimg.com/imageserve/5801250831358e6da6d7fa36/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Adidas,https://www.forbes.com/companies/adidas/?list=powerful-brands
61,https://i.forbesimg.com/media/lists/companies/porsche-automobil-holding_100x100.jpg,Porsche,https://www.forbes.com/companies/porsche-automobil-holding/?list=powerful-brands
62,https://specials-images.forbesimg.com/imageserve/5ce3148c169cc600076c5d46/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Chevrolet,https://www.forbes.com/companies/chevrolet/?list=powerful-brands
63,https://specials-images.forbesimg.com/imageserve/57ffa7df4bbe6f19f2b51a91/200x200.jpg?background=000000&cropX1=607&cropX2=3050&cropY1=0&cropY2=2443,Cartier,https://www.forbes.com/companies/cartier/?list=powerful-brands
64,https://specials-images.forbesimg.com/imageserve/580fb1944bbe6f0ad5da95ad/200x200.jpg?background=000000&cropX1=0&cropX2=1248&cropY1=0&cropY2=1248,Pampers,https://www.forbes.com/companies/pampers/?list=powerful-brands
65,https://specials-images.forbesimg.com/imageserve/5b92908ca7ea434b99d5a010/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Adobe,https://www.forbes.com/companies/adobe/?list=powerful-brands
66,https://specials-images.forbesimg.com/imageserve/5b994b8931358e5e1943a552/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Ebay,https://www.forbes.com/companies/ebay/?list=powerful-brands
67,https://i.forbesimg.com/media/lists/companies/pricewaterhousecoopers_100x100.jpg,PwC,https://www.forbes.com/companies/pricewaterhousecoopers/?list=powerful-brands
68,https://specials-images.forbesimg.com/imageserve/5c13d340a7ea4370591a5bc7/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Colgate,https://www.forbes.com/companies/colgate-palmolive/?list=powerful-brands
69,https://specials-images.forbesimg.com/imageserve/580f95cf31358e23831616b0/200x200.jpg?background=000000&cropX1=0&cropX2=832&cropY1=0&cropY2=832,Corona,https://www.forbes.com/companies/corona/?list=powerful-brands
70,https://specials-images.forbesimg.com/imageserve/5ce31695169cc600076c5d7e/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Red Bull,https://www.forbes.com/companies/red-bull/?list=powerful-brands
71,https://specials-images.forbesimg.com/imageserve/5ce315f4169cc600076c5d67/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Lexus,https://www.forbes.com/companies/lexus/?list=powerful-brands
72,https://specials-images.forbesimg.com/imageserve/5ce317195825490008d35390/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,T-Mobile,https://www.forbes.com/companies/t-mobile/?list=powerful-brands
73,https://specials-images.forbesimg.com/imageserve/5a037fe44bbe6f37dda206dd/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Lowe's,https://www.forbes.com/companies/lowes/?list=powerful-brands
74,https://specials-images.forbesimg.com/imageserve/5cd48736169cc600095ed061/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Santander,https://www.forbes.com/companies/santander/?list=powerful-brands
75,https://specials-images.forbesimg.com/imageserve/5cd1aa09660f45000833183a/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Danone,https://www.forbes.com/companies/danone/?list=powerful-brands
76,https://i.forbesimg.com/media/lists/companies/paypal_100x100.jpg,PayPal,https://www.forbes.com/companies/paypal/?list=powerful-brands
77,https://specials-images.forbesimg.com/imageserve/5ce316de87fac400077d52a5/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Rolex,https://www.forbes.com/companies/rolex/?list=powerful-brands
78,https://specials-images.forbesimg.com/imageserve/57ffa8f54bbe6f19f2b51aae/200x200.jpg?background=000000&cropX1=519&cropX2=2332&cropY1=214&cropY2=2027,Chanel,https://www.forbes.com/companies/chanel/?list=powerful-brands
79,https://i.forbesimg.com/media/lists/companies/goldman-sachs-group_100x100.jpg,Goldman Sachs,https://www.forbes.com/companies/goldman-sachs-group/?list=powerful-brands
80,https://specials-images.forbesimg.com/imageserve/5cd47e9d5ea6490008c7ff91/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Nissan,https://www.forbes.com/companies/nissan-motor/?list=powerful-brands
81,https://specials-images.forbesimg.com/imageserve/5cd1a957c904c40008ac8def/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Costco,https://www.forbes.com/companies/costco-wholesale/?list=powerful-brands
82,https://specials-images.forbesimg.com/imageserve/5cd1b1e9d606c400081eacb9/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Heineken,https://www.forbes.com/companies/heineken/?list=powerful-brands
83,https://specials-images.forbesimg.com/imageserve/5ce31abb5825490008d353d1/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Uniqlo,https://www.forbes.com/companies/uniqlo/?list=powerful-brands
84,https://i.forbesimg.com/media/lists/companies/lancome_100x100.jpg,Lancôme,https://www.forbes.com/companies/lancome/?list=powerful-brands
85,https://i.forbesimg.com/media/lists/companies/kfc_100x100.jpg,KFC,https://www.forbes.com/companies/kfc/?list=powerful-brands
86,https://specials-images.forbesimg.com/imageserve/5cd1a513660f4500083317ad/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Caterpillar,https://www.forbes.com/companies/caterpillar/?list=powerful-brands
87,https://specials-images.forbesimg.com/imageserve/5cd480fc5ea6490008c7ffeb/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,RBC,https://www.forbes.com/companies/rbc/?list=powerful-brands
88,https://specials-images.forbesimg.com/imageserve/5cca0b604bbe6f7e6e22b5fe/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,FedEx,https://www.forbes.com/companies/fedex/?list=powerful-brands
89,https://i.forbesimg.com/media/lists/companies/dell-technologies_100x100.jpg,Dell,https://www.forbes.com/companies/dell-technologies/?list=powerful-brands
90,https://specials-images.forbesimg.com/imageserve/5cd1a1d3cf85c400083ec658/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Allianz,https://www.forbes.com/companies/allianz/?list=powerful-brands
91,https://specials-images.forbesimg.com/imageserve/592362c631358e03e5596004/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Nivea,https://www.forbes.com/companies/nivea/?list=powerful-brands
92,https://specials-images.forbesimg.com/imageserve/5cd47fe4169cc600095ecf66/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Philips,https://www.forbes.com/companies/philips/?list=powerful-brands
93,https://specials-images.forbesimg.com/imageserve/5cd434535ea6490008c7f4b9/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Hyundai,https://www.forbes.com/companies/hyundai-motor/?list=powerful-brands
94,https://i.forbesimg.com/media/lists/companies/hewlett-packard-enterprise_100x100.jpg,Hewlett-Packard Enterprise,https://www.forbes.com/companies/hewlett-packard-enterprise/?list=powerful-brands
95,https://specials-images.forbesimg.com/imageserve/5ce315825825490008d35358/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,LEGO,https://www.forbes.com/companies/lego-group/?list=powerful-brands
96,https://specials-images.forbesimg.com/imageserve/593b0cd631358e03e55a0cdc/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Huawei,https://www.forbes.com/companies/huawei/?list=powerful-brands
97,https://specials-images.forbesimg.com/imageserve/5cd434a4169cc600095ec179/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,John Deere,https://www.forbes.com/companies/john-deere/?list=powerful-brands
98,https://specials-images.forbesimg.com/imageserve/5cd1a35efd0cc4000870cf2b/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,BASF,https://www.forbes.com/companies/basf/?list=powerful-brands
99,https://specials-images.forbesimg.com/imageserve/5cca097931358e5bca39d458/200x200.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Kellogg's,https://www.forbes.com/companies/kellogg/?list=powerful-brands
